id,code,category,category_name,name,default_route
RV-EVT-0213,R-ACADEMIC-PROFILE-SPOOF,R,"Information environment shaping","Academic or publication profiles spoofed",VERIFY
RV-EVT-0214,R-CONFERENCE-CFP-SABOTAGE,R,"Information environment shaping","Conference CFP submissions sabotaged",VERIFY
RV-EVT-0215,R-FAKE-CITATION-INDEXING,R,"Information environment shaping","Scholar indexing of fake citations to you",VERIFY
RV-EVT-0216,S-UNAUTH-SUBSCRIPTION-CONTRACT,S,"Legal boundary and compliance traps","Unauthorized subscription contracts in your name",VERIFY
RV-EVT-0217,S-TOS-BREACH-NOTICE-FAKE,S,"Legal boundary and compliance traps","Terms of service breach notices based on fakes",VERIFY
RV-EVT-0218,S-TRADEMARK-COPYRIGHT-COMPLAINT,S,"Legal boundary and compliance traps","Trademark/copyright complaints about your content",VERIFY
RV-EVT-0219,S-DMCA-COUNTERNOTICE-BAIT,S,"Legal boundary and compliance traps","DMCA counter-notice baiting",VERIFY
RV-EVT-0220,S-GDPR-DSAR-CONFUSION,S,"Legal boundary and compliance traps","GDPR/DSAR requests filed to confuse controllers",VERIFY
RV-EVT-0221,S-HARASSMENT-REPORT-FALSE,S,"Legal boundary and compliance traps","Harassment reports filed against you falsely",VERIFY
RV-EVT-0222,S-TRESPASS-ACCUSATION-LURED,S,"Legal boundary and compliance traps","Trespass accusations after lured entries",VERIFY
RV-EVT-0223,S-RECORDING-WITHOUT-CONSENT-TRAP,S,"Legal boundary and compliance traps","Recording without consent traps",VERIFY
RV-EVT-0224,S-DRONE-REGULATION-COMPLAINT,S,"Legal boundary and compliance traps","Drone regulation complaints against you",VERIFY
RV-EVT-0225,S-FIRE-CODE-PERMIT-INSPECTION,S,"Legal boundary and compliance traps","Fire code/permit inspections triggered",VERIFY
RV-EVT-0226,T-FOUND-USB-LURE,T,"Decoy and honeypot lures","Found USB meets in your path",IGNORE
RV-EVT-0227,T-FREE-WIFI-POPUP,T,"Decoy and honeypot lures","Free Wi-Fi pop-ups at your haunts",IGNORE
RV-EVT-0228,T-EXCLUSIVE-BETA-APP-INVITE,T,"Decoy and honeypot lures","Exclusive beta app invites via DM",IGNORE
RV-EVT-0229,T-PRIVATE-GROUP-ID-REQUEST,T,"Decoy and honeypot lures","Private group invitations requesting scans/IDs",IGNORE
RV-EVT-0230,T-SCHOLARSHIP-GRANT-BAIT,T,"Decoy and honeypot lures","Scholarship or grant bait with forms",IGNORE
RV-EVT-0231,T-BUG-BOUNTY-PHISH,T,"Decoy and honeypot lures","Bug bounty emails with phishing links",IGNORE
RV-EVT-0232,T-CLASS-ACTION-PAYOUT-PHISH,T,"Decoy and honeypot lures","Class action claims payout phishing",IGNORE
RV-EVT-0233,T-SECURITY-AUDIT-ADMIN-DEMAND,T,"Decoy and honeypot lures","Security audit offers demanding admin",IGNORE
RV-EVT-0234,T-REPUTATION-CLEAN-LURE,T,"Decoy and honeypot lures","We can clean your reputation lures",IGNORE
RV-EVT-0235,T-PRESS-INTERVIEW-CONTEXT-HARVEST,T,"Decoy and honeypot lures","Press interview requests harvesting context",IGNORE
RV-EVT-0236,U-INTAKE-PIPELINE-FLOOD,U,"Meta-attacks on defenses","Flooding your intake pipeline to induce overload",ESCALATE
RV-EVT-0237,U-CANONICAL-SCHEMA-MIMIC,U,"Meta-attacks on defenses","Mimicking your canonical schema to slip fakes",ESCALATE
RV-EVT-0238,U-METRIC-POISONING-SYNTHETIC,U,"Meta-attacks on defenses","Poisoning your DNR/metrics with synthetic events",ESCALATE
RV-EVT-0239,U-TRUST-ANCHOR-COUNTERFEIT,U,"Meta-attacks on defenses","Counterfeiting your trust-anchor statements",ESCALATE
RV-EVT-0240,U-TIMING-ATTACK-CADENCE,U,"Meta-attacks on defenses","Timing attacks to break your cadence/tempo",ESCALATE
RV-EVT-0241,B-SIMILAR-FACE-APPEARANCE-PERSON-APPEARS-A,B,"Performances and intimidation theater","Similar face/appearance person appears around/near",VERIFY
RV-EVT-0242,V-STAGED-BRAKE-CHECK,V,"Vehicular coercion and staged collision tactics","Repeated hard brake checks directly in front to induce rear-end blame",ESCALATE
RV-EVT-0243,V-SWERVE-COLLISION-FRAME,V,"Vehicular coercion and staged collision tactics","Last-second swerve into lane forcing evasive contact then blaming",ESCALATE
RV-EVT-0244,V-BOX-IN-BIKE-LANE,V,"Vehicular coercion and staged collision tactics","Coordinated box-in of cyclist creating unavoidable contact risk",ESCALATE
RV-EVT-0245,V-DOORING-SETUP,V,"Vehicular coercion and staged collision tactics","Vehicle parks then timed door opening as you pass (staged dooring)",ESCALATE
RV-EVT-0246,V-FORCED-MERGE-PINCH,V,"Vehicular coercion and staged collision tactics","Dual-side squeeze forcing unsafe merge or side-scrape",ESCALATE
RV-EVT-0247,V-INTERSECTION-ROLL-TRAP,V,"Vehicular coercion and staged collision tactics","Slow roll into intersection baiting right-of-way violation",VERIFY
RV-EVT-0248,V-SUDDEN-REVERSE-IMPACT,V,"Vehicular coercion and staged collision tactics","Vehicle reverses suddenly toward you to allege you rear-ended",ESCALATE
RV-EVT-0249,V-CONVOY-BLOCK-ROUTE,V,"Vehicular coercion and staged collision tactics","Multi-vehicle convoy pacing & blocking exits (pressure/framing)",ESCALATE
